0	1
1	4
2	7
3	11
4	11
5	11
6	11
7	14
8	14
9	16
10	17
11	20
12	23
13	25
14	27
15	28
16	31
17	34
18	34
19	34
20	35
21	37
22	39
23	41
24	43
25	44
26	47
27	49
28	49
29	49
30	49
31	51
32	54
33	54
34	54
35	55
36	58
37	61
38	61
39	61
40	62
41	64
42	65
43	67
44	67
45	67
46	69
47	69
48	73
49	75
50	76
51	78
52	81
53	81
54	83
55	84
56	86
57	88
58	88
59	90
60	91
61	94
62	96
63	100
64	100
65	101
66	104
67	107
68	107
69	107
70	107
71	107
72	109
73	111
74	111
75	112
76	114
77	117
78	117
79	119
80	119
81	122
82	122
83	122
84	123
85	123
86	126
87	128
88	130
89	132
90	133
91	135
92	138
93	138
94	138
95	139
96	141
97	142
98	145
99	147
100	148
101	150
102	153
103	153
104	153
105	153
106	155
107	158
108	158
109	158
110	159
111	161
112	164
113	166
114	166
115	167
116	169
117	170
118	174
119	176
120	177
121	180
122	183
123	185
124	187
125	188
126	191
127	193
128	194
129	195
130	196
131	199
132	202
133	204
134	206
135	206
136	206
137	209
138	211
139	211
140	212
141	215
142	217
143	217
144	219
145	220
146	223
147	225
148	227
149	227
150	228
151	230
152	232
153	234
154	236
155	237
156	239
157	240
158	242
159	244
160	245
161	248
162	251
163	255
164	257
165	258
166	261
167	263
168	265
169	265
170	266
171	268
172	270
173	270
174	270
175	271
176	274
177	276
178	277
179	279
180	280
181	283
182	285
183	289
184	289
185	289
186	289
187	292
188	292
189	294
190	295
191	297
192	298
193	300
194	302
195	303
196	306
197	309
198	309
199	311
200	311
201	314
202	317
203	317
204	317
205	318
206	321
207	321
208	323
209	325
210	326
211	329
212	332
213	334
214	336
215	336
216	338
217	338
218	340
219	340
220	341
221	344
222	347
223	349
224	351
225	352
226	355
227	358
228	360
229	362
230	363
231	365
232	367
233	367
234	369
235	370
236	373
237	376
238	376
239	376
240	377
241	380
242	383
243	383
244	385
245	386
246	388
247	389
248	391
249	391
250	392
251	394
252	396
253	398
254	400
255	401
256	404
257	406
258	408
259	408
260	409
261	412
262	415
263	415
264	417
265	418
266	420
267	422
268	424
269	426
270	427
271	430
272	430
273	433
274	433
275	434
276	437
277	440
278	444
279	444
280	445
281	448
282	448
283	452
284	454
285	455
286	457
287	460
288	464
289	464
290	464
291	464
292	467
293	469
294	471
295	472
296	475
297	478
298	482
299	482
300	483
301	486
302	488
303	489
304	491
305	492
306	494
307	497
308	499
309	501
310	502
311	505
312	508
313	510
314	510
315	511
316	514
317	517
318	521
319	521
320	522
321	524
322	527
323	527
324	529
325	529
326	531
327	532
328	536
329	536
330	537
331	540
332	543
333	543
334	543
335	544
336	547
337	549
338	553
339	555
340	556
341	558
342	560
343	562
344	564
345	565
346	568
347	568
348	571
349	573
